,词语,情感分类,得分
928,殚见洽文,PH,7.0
929,闳大不经,PH,7.0
930,通人达才,PH,7.0
931,蜀犬吠日,NN,-3.0
932,真知灼见,PH,5.0
933,白日升天,PA,3.0
934,破壁飞去,PA,5.0
935,彪炳千古,PH,9.0
936,涉笔成趣,PH,7.0
937,赞不绝口,PH,9.0
938,折足覆餗,NN,-5.0
939,土牛木马,NN,-5.0
940,玉卮无当,NN,-5.0
941,鸠形鹄面,NN,-3.0
942,时通运泰,PA,5.0
943,放歌纵酒,PA,5.0
944,凤冠霞帔,PB,1.0
945,桃李满天下,PD,7.0
946,再造之恩,PD,7.0
947,藏器待时,PE,5.0
948,可操左券,PG,9.0
949,根深叶茂,PH,7.0
950,一箭双雕,PH,5.0
951,功高不赏,PH,9.0
952,不遗余力,PH,7.0
953,兼功自厉,PH,7.0
954,卧薪尝胆,PH,9.0
955,拔树寻根,PH,7.0
956,明目达聪,PH,5.0
957,手到病除,PH,5.0
958,胆略兼人,PH,3.0
959,凤鸣朝阳,PH,5.0
960,鸾翔凤集,PH,5.0
961,祥麟威凤,PH,7.0
962,下笔有神,PH,5.0
963,未雨绸缪,PH,5.0
964,仙风道骨,PH,7.0
965,一表堂堂,PH,5.0
966,感恩图报,PH,5.0
967,妙处不传,PH,5.0
968,如闻其声，如见其人,PH,3.0
969,危言危行,PH,5.0
970,执法不阿,PH,5.0
971,平地楼台,PH,5.0
972,福至心灵,PH,5.0
973,改弦易辙,PH,0.0
974,风樯阵马,PH,5.0
975,饮醇自醉,PH,3.0
976,人自为战,PH,3.0
977,及锋而试,PH,3.0
978,兵强将勇,PH,5.0
979,节节胜利,PH,5.0
980,所向披靡,PH,7.0
981,熊罴之师,PH,5.0
982,择善而从,PH,3.0
983,孺子可教,PH,5.0
984,改邪归正,PH,5.0
985,一改故辙,PH,5.0
986,袒裼裸裎,NN,-5.0
987,苟合取容,ND,-5.0
988,头童齿豁,NB,0.0
989,如到宝山空手回,NJ,-5.0
990,大厦将倾，一木难支,NB,-7.0
991,兵败如山倒,NJ,-5.0
992,弃甲倒戈,NN,-7.0
993,望风破胆,NJ,-5.0
994,彩凤随鸦,NJ,-3.0
995,一事无成,NN,-5.0
996,不肖子孙,NN,-5.0
997,虚度年华,NN,-5.0
998,怙恶不悛,NN,-9.0
999,一丘之貉,NN,-5.0
1000,偷东摸西,NN,-7.0
1001,紧行无好步,NN,0.0
1002,放虎自卫,NN,-7.0
1003,谬种流传,NN,-5.0
1004,粗服乱头,NN,-1.0
1005,阿其所好,NN,-5.0
1006,冥室椟棺,ND,-7.0
1007,不辨龙蛇,NN,-5.0
1008,鹦鹉学舌,NN,-3.0
1009,投机倒把,NN,-7.0
1010,以耳为目,NN,-3.0
1011,咎由自取,NN,-7.0
1012,引狗入寨,NN,-9.0
1013,自讨没趣,NN,-5.0
1014,姗姗来迟,NN,-1.0
1015,何其相似乃尔,PH,0.0
1016,倾家荡产,NB,0.0
1017,蠹众木折,NN,-5.0
1018,化为泡影,NJ,0.0
1019,尺布斗栗,NN,0.0
1020,漏泄春光,NN,0.0
1021,摇旗打鼓,NN,0.0
1022,徙宅忘妻,NN,-7.0
1023,恃勇轻敌,NN,-3.0
1024,伯歌季舞,PH,3.0
1025,欢喜冤家,PB,0.0
1026,金石交,PB,0.0
1027,笙磬同音,PB,0.0
1028,竹马之好,PB,0.0
1029,傥来之物,PC,0.0
1030,平地一声雷,PC,0.0
1031,君子之交,PH,3.0
1032,单相思,PF,0.0
1033,赤身露体,NN,0.0
1034,淡妆浓抹,NN,-3.0
1035,逼真逼肖,PH,5.0
1036,格物穷理,PH,0.0
1037,去伪存真,PH,3.0
1038,追本穷源,PH,0.0
1039,流言止于智者,PH,0.0
1040,杅穿皮蠹,PH,0.0
1041,丁一确二,PH,3.0
1042,明辨是非,PH,3.0
1043,南征北战,PH,0.0
1044,拐弯抹角,NN,-3.0
1045,虚情假意,NN,-9.0
1046,奋勇当先,PH,7.0
1047,身先士卒,PH,9.0
1048,碧血丹心,PH,7.0
1049,食少事繁,PH,5.0
1050,风雨同舟,PH,5.0
1051,问安视膳,PH,5.0
1052,敬而远之,ND,-5.0
1053,敬贤礼士,PD,7.0
1054,尊师重道,PD,7.0
1055,得薄能鲜,NN,-5.0
1056,马齿徒增,NN,-5.0
1057,昂首望天,NN,-5.0
1058,独弦哀歌,NN,-5.0
1059,居功自傲,NN,-5.0
1060,自高其功,NN,-5.0
1061,贪名爱利,NN,-7.0
1062,封豕长蛇,NN,-7.0
1063,蛇吞象,NN,-7.0
1064,眼馋肚饱,NN,-5.0
1065,xixi,PA,0.0
1066,葱白,PB,7.0
1067,我去,PC,0.0
1068,BS,NN,-7.0
1069,CC,PA,5.0
1070,无语,NJ,-5.0
1071,八婆,NN,-3.0
1072,超爽,PA,0.0
1073,包子,NN,-5.0
1074,_god,PC,0.0
1075,爱老虎油,PB,9.0
1076,呕像,NN,-3.0
1077,MPJ,NN,-5.0
1078,固执,NN,-5.0
1079,浑水摸鱼,NN,-1.0
1080,得寸进尺,NN,-5.0
1081,尔虞我诈,NN,-7.0
1082,空洞,NN,-3.0
1083,婆婆妈妈,NN,-3.0
1084,滥竽充数,NN,-7.0
1085,猎取,NN,-1.0
1086,蛮横,NN,-5.0
1087,擅自,NN,-1.0
1088,拈轻怕重,NN,-3.0
1089,漠然,NN,-3.0
1090,怨尤,NN,-5.0
1091,暴烈,NN,-5.0
1092,偏见,NN,0.0
1093,招摇,NN,-7.0
1094,千篇一律,NE,-5.0
1095,骄矜,NN,-7.0
1096,求全责备,NN,-3.0
1097,势利,NN,-7.0
1098,挑剔,NN,-5.0
1099,偷懒,NN,-3.0
1100,畏葸不前,NN,-5.0
1101,无稽之谈,NN,-7.0
1102,无中生有,NN,-5.0
1103,犯疑心病,NN,-1.0
1104,叶公好龙,NN,-7.0
1105,变节,NN,-5.0
1106,灭绝人性,NN,-9.0
1107,奸险,NN,-9.0
1108,猥劣,NN,-7.0
1109,奸诈,NN,-9.0
1110,诡诈,NN,-7.0
1111,浇薄,NN,-7.0
1112,虚骄,NN,-7.0
1113,不自量力,NN,-5.0
1114,老气横秋,NN,-5.0
1115,狂气,NN,-5.0
1116,刚愎,NN,-5.0
1117,小心眼,NN,-7.0
1118,陋习,NN,-9.0
1119,阳奉阴违,NN,-5.0
1120,随风倒,NN,-5.0
1121,自私自利,NN,-7.0
1122,鄙俗,NN,-5.0
1123,蛮不讲理,NN,-7.0
1124,轻率,NN,-5.0
1125,愚鲁,NN,-7.0
1126,摇头摆尾,NN,-3.0
1127,蠢笨,NN,-7.0
1128,愚顽,NN,-5.0
1129,儇薄,NN,-5.0
1130,水性杨花,NN,-7.0
1131,贪嘴,NN,-3.0
1132,愚直,NN,-5.0
1133,怪诞,NN,-3.0
1134,浮皮潦草,NN,-5.0
1135,毛手毛脚,NN,-5.0
1136,食言,NN,-5.0
1137,鬼祟,NN,-7.0
1138,出圈儿,NN,-5.0
1139,奴颜媚骨,NN,-7.0
1140,欺哄,NN,-3.0
1141,耍滑,NN,-3.0
1142,耍赖,NN,-5.0
1143,恣意妄为,NN,-7.0
1144,闲散,NN,-1.0
1145,兔死狗烹,NN,-7.0
1146,蛮勇,NN,-3.0
1147,自恋,NN,-3.0
1148,有勇无谋,NN,-5.0
1149,不识人间有羞耻事,NN,-7.0
1150,辱门败户,NN,-7.0
1151,慢腾腾,NN,-3.0
1152,人心似铁,NN,-7.0
1153,盲用,NN,-1.0
1154,慢慢吞吞,NN,-3.0
1155,孤行己见,NN,-5.0
1156,强横霸道,NN,-7.0
1157,萧规曹随,NN,-5.0
1158,左右袒,NN,-3.0
1159,干巴,NN,-3.0
1160,化公为私,NN,-7.0
1161,权欲熏心,NN,-7.0
1162,猥鄙,NN,-9.0
1163,膏粱子弟,NN,-7.0
1164,淫秽,NN,-7.0
1165,艳情,NN,-5.0
1166,口角,NN,-3.0
1167,冷酷无情,NN,-5.0
1168,有理无情,NN,-5.0
1169,耍滑头,NN,-1.0
1170,身单力薄,NN,-3.0
1171,错误百出,NN,-5.0
1172,生吞活剥,NN,-5.0
1173,臭名昭著,ND,-7.0
1174,发酸,NN,0.0
1175,言之无物,NN,-3.0
1176,傲物,NN,-5.0
1177,摆款儿,NN,-1.0
1178,板荡,NN,-7.0
1179,暴政,NN,-5.0
1180,兵痞,NN,-7.0
1181,财迷,NN,-3.0
1182,向着,PB,-5.0
1183,桑梓之念,PF,0.0
1184,惊吓,NC,0.0
1185,心血来潮,NN,-3.0
1186,享乐,NN,-3.0
1187,惊诧,PC,0.0
1188,怪讶,PC,0.0
1189,平定,PE,0.0
1190,精湛,PH,5.0
1191,冰心,PH,5.0
1192,并力,PG,3.0
1193,博雅,PH,5.0
1194,才赋,PH,5.0
1195,才学,PH,5.0
1196,苍郁,PB,3.0
1197,长技,PH,5.0
1198,草寇,ND,-5.0
1199,插足,NN,-3.0
1200,谗佞,ND,-7.0
1201,伥鬼,NN,-7.0
1202,吵人,ND,-5.0
1203,尘嚣,NE,-3.0
1204,称霸,NN,-5.0
1205,超卓,PH,7.0
1206,沉挚,PH,5.0
1207,成名,PH,5.0
1208,吃心,NN,-3.0
1209,齿冷,NN,-5.0
1210,忡忡,NI,-5.0
1211,丑事,NN,-5.0
1212,承教,PD,5.0
1213,骋目,PA,0.0
1214,崇信,PD,7.0
1215,出蓝,PH,5.0
1216,创举,PH,5.0
1217,憷头,NC,-3.0
1218,春山,PH,3.0
1219,纯稚,PH,5.0
1220,吹擂,NN,-5.0
1221,蠢话,NN,-5.0
1222,刺儿话,NN,-3.0
1223,窜犯,ND,-5.0
1224,篡位,NN,-7.0
1225,错会,NN,-3.0
1226,呆子,NN,-3.0
1227,刀俎,ND,-5.0
1228,盗匪,ND,-5.0
1229,盗用,NN,-5.0
1230,桂冠,PA,7.0
1231,国光,PH,5.0
1232,国威,PD,1.0
1233,酣眠,PA,3.0
1234,敌特,ND,-5.0
1235,颠沛,NB,-3.0
1236,丢份,ND,-3.0
1237,毒贩,NN,-5.0
1238,赌棍,ND,-5.0
1239,断代,NJ,0.0
1240,恶疾,ND,-5.0
1241,恶性,NN,-5.0
1242,贰臣,NN,-3.0
1243,法盲,NN,-5.0
1244,反侧,NN,-3.0
1245,饭桶,NN,-7.0
1246,放刁,ND,-5.0
1247,非人,NN,-9.0
1248,匪祸,ND,-5.0
1249,分赃,NN,-5.0
1250,奉迎,ND,-3.0
1251,浮夸,NN,-3.0
1252,负隅,ND,-3.0
1253,官僚,ND,-5.0
1254,惯贼,NN,-5.0
1255,淳古,PH,5.0
1256,慈怜,PH,5.0
1257,葱郁,PB,3.0
1258,翠蓝,PB,1.0
1259,存问,PB,0.0
1260,打躬,PD,3.0
1261,大观,PH,5.0
1262,大士,PH,5.0
1263,大雅,PH,5.0
1264,黛紫,PB,0.0
1265,当先,PH,0.0
1266,鬼子,ND,-7.0
1267,得救,PE,0.0
1268,得中,PB,3.0
1269,砥柱,PH,7.0
1270,叮咛,NC,0.0
1271,国耻,ND,-9.0
1272,过头,NN,-3.0
1273,黑金,ND,-3.0
1274,后门,NN,-1.0
1275,虎口,NC,0.0
1276,幻灭,NJ,-5.0
1277,谎话,NN,-3.0
1278,毁约,NN,-1.0
1279,秽行,ND,-5.0
1280,混账,ND,-5.0
1281,挤占,NN,-3.0
1282,假手,NN,-3.0
1283,进犯,NN,-3.0
1284,拘牵,NN,-1.0
1285,懒怠,NN,-7.0
1286,空论,NN,-3.0
1287,懂行,PH,5.0
1288,洞究,PH,1.0
1289,宽纵,NN,-1.0
1290,独步,PH,5.0
1291,笃学,PH,5.0
1292,端平,PH,5.0
1293,墩劝,PD,3.0
1294,夺魁,PA,0.0
1295,发奋,PH,5.0
1296,发展,PH,0.0
1297,繁盛,PH,5.0
1298,芳烈,PH,5.0
1299,放达,PH,1.0
1300,飞灵,PH,3.0
1301,肥壮,PH,3.0
1302,丰饶,PH,5.0
1303,富源,PB,1.0
1304,改过,PH,3.0
1305,甘贵,PB,0.0
1306,刚性,PH,3.0
1307,高档,PH,5.0
1308,高朗,PH,3.0
1309,捞摸,NN,-5.0
1310,勒抑,NN,-5.0
1311,冷遇,NE,-3.0
1312,敛财,NN,-5.0
1313,凌夷,NN,-3.0
1314,流气,NN,-5.0
1315,高爽,PB,5.0
1316,露丑,NG,-5.0
1317,乱民,NN,-3.0
1318,沦丧,NB,-5.0
1319,落套,NN,-1.0
1320,埋汰,NN,-3.0
1321,毛子,ND,-3.0
1322,没样儿,NN,-1.0
1323,媚外,NN,-5.0
1324,密谋,NN,-5.0
1325,冥顽,NN,-5.0
1326,高升,PA,0.0
1327,更生,PH,3.0
1328,工稳,PH,5.0
1329,攻书,PH,3.0
1330,公认,PG,7.0
1331,挂记,PF,0.0
1332,磨烦,NE,-3.0
1333,观止,PH,9.0
1334,贯彻,PH,0.0
1335,光溜,PB,5.0
1336,呶呶,NN,-3.0
1337,闹架,NN,-3.0
1338,闹灾,NE,-5.0
1339,国本,PH,0.0
1340,啮噬,NE,-7.0
1341,奴化,NN,-5.0
1342,殴打,NN,-7.0
1343,攀诬,NN,-5.0
1344,旁骛,NN,-3.0
1345,好评,PH,7.0
1346,皮囊,NN,-3.0
1347,偏差,NN,-3.0
1348,剽取,NN,-5.0
1349,破财,NE,0.0
1350,歧途,NN,-5.0
1351,起哄,NN,-5.0
1352,前愆,NN,-3.0
1353,枪替,NN,-5.0
1354,抢劫,NN,-5.0
1355,浩浩,PH,0.0
1356,贺匾,PH,5.0
1357,贺喜,PA,9.0
1358,红星,PH,5.0
1359,洪钟,PH,3.0
1360,宏论,PH,7.0
1361,护佑,PD,3.0
1362,华彩,PH,5.0
1363,欢歌,PA,5.0
1364,欢宴,PA,5.0
1365,挥毫,PH,5.0
1366,回归,PA,1.0
1367,活溜,PH,1.0
1368,积德,PH,5.0
1369,吉期,PA,7.0
1370,窃夺,NN,-5.0
1371,侵袭,NN,-5.0
1372,倾轧,NN,-5.0
1373,求全,NN,-1.0
1374,取闹,NN,-5.0
1375,缺点,NN,-9.0
1376,饶舌,NN,-3.0
1377,认头,NN,-3.0
1378,辱命,NN,-3.0
1379,杀机,NN,-5.0
1380,蛇头,ND,-5.0
1381,生事,NN,-3.0
1382,失范,NN,-3.0
1383,失算,NE,-5.0
1384,手黑,NN,-7.0
1385,受苦,NE,0.0
1386,受制,NE,-5.0
1387,衰颓,NN,-5.0
1388,搜刮,NN,-5.0
1389,损伤,NN,-5.0
1390,贪贿,NN,-5.0
1391,逃兵,NN,-5.0
1392,体罚,NN,-5.0
1393,偷盗,NN,-7.0
1394,透顶,NN,-7.0
1395,蜕化,NN,-3.0
1396,歪理,NN,-5.0
1397,顽梗,NN,-5.0
1398,妄人,NN,-5.0
1399,威胁,NN,-5.0
1400,违纪,NN,-5.0
1401,窝主,NN,-7.0
1402,芜杂,NN,-5.0
1403,嬉皮士,ND,-3.0
1404,瞎扯,NN,-5.0
1405,嫌忌,NN,-5.0
1406,险阻,NE,-5.0
1407,萧索,NN,-5.0
1408,邪魔,NN,-5.0
1409,泄密,NN,-5.0
1410,凶犯,NN,-5.0
1411,凶杀,NC,-5.0
1412,熊包,NN,-5.0
1413,虚话,NN,-5.0
1414,虚妄,NN,-5.0
1415,眩惑,NN,-5.0
1416,压制,NN,-7.0
1417,掩饰,NN,-5.0
1418,妖风,NN,-5.0
1419,窑子,ND,-5.0
1420,一窝蜂,NN,-3.0
1421,疑忌,NL,-5.0
1422,异端,ND,-5.0
1423,阴湿,NN,-3.0
1424,淫画,NN,-5.0
1425,引诱,NN,-5.0
1426,庸才,NN,-5.0
1427,诱胁,NN,-5.0
1428,迂气,NN,-5.0
1429,愚民,NN,-5.0
1430,郁然,NE,-5.0
1431,冤孽,NN,-5.0
1432,怨仇,ND,-5.0
1433,怨懑,ND,-5.0
1434,钦慕,PD,5.0
1435,勤勤,PH,5.0
1436,清官,PH,5.0
1437,杂念,NN,-3.0
1438,灾祸,NE,-5.0
1439,佳境,PH,7.0
1440,不甘心,NE,0.0
1441,精卫填海,PH,5.0
1442,美好,PH,9.0
1443,至交,PB,7.0
1444,偏袒,NN,-5.0
1445,心如死灰,NB,0.0
1446,见长,PH,7.0
1447,价廉质优,PH,7.0
1448,一尘不染,PH,5.0
1449,榜样,PH,5.0
1450,拨弄,NN,-5.0
1451,光棍,NN,-7.0
1452,憎恶,ND,0.0
1453,精悍,PH,7.0
1454,不足挂齿,NN,-3.0
1455,懒散,NN,-5.0
1456,粗重,NN,0.0
1457,惊人,PC,0.0
1458,英武,PH,7.0
1459,不甘,NE,0.0
1460,虚伪,NN,-9.0
1461,融融,PA,5.0
1462,遗臭万年,ND,-9.0
1463,息事宁人,NE,0.0
1464,自在,PE,0.0
1465,坏事,NN,-7.0
1466,崩溃,NE,0.0
1467,得过且过,NN,-5.0
1468,宽容,PH,7.0
1469,自得其乐,PA,7.0
1470,心惊肉跳,NC,0.0
1471,恋爱,PB,0.0
1472,赘疣,NN,-9.0
1473,萧瑟,NB,0.0
1474,高贵,PH,7.0
1475,英豪,PH,7.0
1476,摆布,NN,-7.0
1477,丝丝入扣,PH,5.0
1478,体贴入微,PH,5.0
1479,妻离子散,NB,0.0
1480,告捷,PA,7.0
1481,打掩护,NN,-3.0
1482,尸位素餐,NN,-7.0
1483,操持,PH,5.0
1484,漠不关心,NN,-3.0
1485,栩栩如生,PH,7.0
1486,服帖,PE,0.0
1487,长上,PD,0.0
1488,有头无尾,NN,-7.0
1489,安然,PE,0.0
1490,妖媚,NN,-5.0
1491,碌碌,NN,-7.0
1492,不周,NN,-3.0
1493,仰望,PD,7.0
1494,鼠辈,NN,-9.0
1495,幼稚,NN,-7.0
1496,风声鹤唳,NI,0.0
1497,传家宝,PH,7.0
1498,杞人忧天,NN,-3.0
1499,功德,PH,9.0
1500,天香国色,PH,9.0
1501,平庸,NN,-3.0
1502,无所事事,NN,-7.0
1503,高明,PH,7.0
1504,驴唇不对马嘴,NN,-7.0
1505,实心实意,PG,0.0
1506,私自,NN,-3.0
1507,喜欢,PB,5.0
1508,陷落,NB,0.0
1509,心慌意乱,NI,0.0
1510,百孔千疮,NB,-5.0
1511,疏忽,NN,-3.0
1512,老调,NN,-3.0
1513,放火,NN,-5.0
1514,荒漠,NB,0.0
1515,丰盈,PH,5.0
1516,蠢动,NN,-9.0
1517,笃实,PH,5.0
1518,牵连,NE,0.0
1519,功勋,PH,9.0
1520,天翻地覆,NN,-7.0
1521,烦扰,NE,-9.0
1522,敞亮,PA,5.0
1523,祸胎,NN,-9.0
1524,心虚,NI,-1.0
1525,模范,PH,5.0
1526,实在,PH,5.0
1527,高人,PH,5.0
1528,昏沉,NE,0.0
1529,平缓,PH,0.0
1530,身不由己,NB,0.0
1531,欠缺,NN,0.0
1532,千钧一发,NC,0.0
1533,马大哈,NN,-3.0
1534,光洁,PH,3.0
1535,怀恋,PF,0.0
1536,花魁,PH,7.0
1537,沉痛,NB,0.0
1538,虚度,NN,-5.0
1539,徘徊,NE,0.0
1540,幌子,NN,-5.0
1541,水到渠成,PA,7.0
1542,丢脸,NG,-5.0
1543,鞭辟入里,PH,5.0
1544,畜生,NN,-9.0
1545,赤裸裸,NN,-3.0
1546,有口皆碑,PH,9.0
1547,出头,PA,0.0
1548,有血有肉,PH,5.0
1549,迎刃而解,PA,5.0
1550,狂暴,NN,-7.0
1551,说嘴,NN,-5.0
1552,玲珑,PH,5.0
1553,愁眉不展,NE,0.0
1554,侈谈,NN,-5.0
1555,纷乱,NE,-5.0
1556,浓郁,PH,5.0
1557,天衣无缝,PH,9.0
1558,拐子,NN,-5.0
1559,泛泛,NN,0.0
1560,好听,PH,5.0
1561,软弱,NN,-5.0
1562,对眼,PB,5.0
1563,莫须有,NN,-7.0
1564,沉痼,NN,-5.0
1565,拘泥,NN,-3.0
1566,空想,NN,-7.0
1567,见不得人,NN,-9.0
1568,精雕细刻,PH,5.0
1569,响当当,PH,5.0
1570,半半拉拉,NN,-5.0
1571,岔子,NE,-5.0
1572,抬杠,NN,-5.0
1573,先人后己,PH,5.0
1574,倚重,PG,0.0
1575,抽风,NN,-5.0
1576,疙瘩,NE,0.0
1577,惨绝人寰,NB,-5.0
1578,恢弘,PH,9.0
1579,好人,PH,7.0
1580,前辈,PD,0.0
1581,零星,NJ,0.0
1582,危亡,NC,0.0
1583,困顿,NE,0.0
1584,瞎说,NN,-7.0
1585,急转直下,NJ,-5.0
1586,解决,ND,0.0
1587,融融,PB,3.0
1588,阎罗,PH,5.0
1589,便民,PH,5.0
1590,惶惶不可终日,NC,0.0
1591,亮堂,PA,3.0
1592,甜美,PA,5.0
1593,天翻地覆,PH,5.0
1594,销魂,NB,0.0
1595,荒废,NN,-5.0
1596,凌虐,NB,-5.0
1597,痛快淋漓,PH,7.0
1598,动人,PB,3.0
1599,垂头丧气,NN,0.0
1600,背时,NE,-5.0
1601,洋洋,PA,5.0
1602,阴沉,,0.0
1603,栽赃,NN,-7.0
1604,脏污,NN,-5.0
1605,噪聒,NE,-5.0
1606,责罚,NN,-5.0
1607,贼赃,NN,-7.0
1608,肢解,NN,-5.0
1609,滞销,NN,-5.0
1610,清顺,PH,0.0
1611,清越,PH,5.0
1612,轻俏,PH,5.0
1613,晴好,PH,5.0
1614,庆贺,PA,5.0
1615,全胜,PH,5.0
1616,热火,PH,5.0
1617,任侠,PH,5.0
1618,柔润,PH,5.0
1619,睿智,PH,5.0
1620,善行,PH,5.0
1621,神力,PH,5.0
1622,省心,PH,3.0
1623,盛况,PH,5.0
1624,盛赞,PH,7.0
1625,诗意,PH,5.0
1626,爽健,PH,5.0
1627,肃然,PD,5.0
1628,周折,NE,-5.0
1629,装糊涂,NN,-5.0
1630,捉弄,NN,-5.0
1631,滋事,NN,-5.0
1632,走内线,NN,-5.0
1633,嘴长,NN,-5.0
1634,罪孽,NN,-9.0
1635,作死,NN,-9.0
1636,坐误,NN,-7.0
1637,腾欢,PA,5.0
1638,贴心,PB,5.0
1639,同乐,PA,5.0
1640,婉丽,PH,5.0
1641,温婉,PH,3.0
1642,稳静,PH,3.0
1643,沃饶,PH,5.0
1644,无双,PH,9.0
1645,细嫩,PH,5.0
1646,先哲,PD,5.0
1647,纤巧,PH,5.0
1648,相成,PH,5.0
1649,骁健,PH,5.0
1650,心秀,PH,5.0
1651,兴隆,PH,5.0
1652,寄怀,PD,5.0
1653,雄踞,PH,5.0
1654,雄图,PH,5.0
1655,秀润,PH,5.0
1656,煊赫,PH,5.0
1657,勋劳,PH,5.0
1658,雅怀,PH,5.0
1659,嫣红,PH,5.0
1660,延誉,PH,5.0
1661,扬名,PH,5.0
1662,毅勇,PH,5.0
1663,英风,PH,5.0
1664,英秀,PH,5.0
1665,莹莹,PH,3.0
1666,勇决,PH,7.0
1667,优礼,PA,5.0
1668,幽韵,PH,5.0
1669,有素,PH,5.0
1670,圆浑,PH,5.0
1671,佳肴,PH,7.0
1672,兼顾,PH,1.0
1673,坚挺,PH,5.0
1674,简质,PH,5.0
1675,举荐,PG,7.0
1676,见地,PH,7.0
1677,见效,PH,5.0
1678,江山,PH,3.0
1679,奖赏,PH,3.0
1680,姣妍,PH,5.0
1681,姣美,PH,5.0
1682,佼佼,PH,9.0
1683,教益,PH,5.0
1684,解渴,PH,3.0
1685,巾帼,PH,7.0
1686,金汤,PG,7.0
1687,匀实,PH,5.0
1688,赞服,PH,9.0
1689,战鹰,PH,7.0
1690,珍宝,PB,7.0
1691,珍闻,PC,5.0
1692,正论,PH,5.0
1693,指教,PD,5.0
1694,至品,PH,7.0
1695,致力,PH,5.0
1696,智巧,PH,5.0
1697,忠言,PH,7.0
1698,壮健,PH,5.0
1699,拙直,PH,3.0
1700,卓异,PH,7.0
1701,滋养,PH,3.0
1702,进展,PA,3.0
1703,晋职,PA,3.0
1704,尊严,PD,5.0
1705,尽欢,PA,7.0
1706,精本,PH,3.0
1707,精进,PH,5.0
1708,精敏,PH,5.0
1709,精通,PH,7.0
1710,精一,PH,5.0
1711,景气,PH,3.0
1712,净化,PH,1.0
1713,敬养,PD,3.0
1714,炯然,PH,5.0
1715,救星,PH,5.0
1716,巨构,PH,5.0
1717,捐躯,PH,3.0
1718,婞直,PH,7.0
1719,爱搭不理,NN,-5.0
1720,岸然,PH,5.0
1721,板板六十四,NN,-5.0
1722,背地里,NN,-5.0
1723,秉性剌戾,NN,-9.0
1724,站得高，看得远,PH,5.0
1725,有礼貌,PH,5.0
1726,因材施教,PH,5.0
1727,唯命是从,NN,-7.0
1728,心地善良,PH,7.0
1729,秀色可餐,PB,9.0
1730,不到黄河心不死,NN,-5.0
1731,有价值,PH,3.0
1732,不对茬儿,ND,-5.0
1733,郑重其事,PH,9.0
1734,郁郁葱葱,PH,5.0
1735,雍容华贵,PH,7.0
1736,绚丽多彩,PH,7.0
1737,胸怀坦白,PH,7.0
1738,不敬,NN,-7.0
1739,值钱,PH,3.0
1740,味道鲜,PH,7.0
1741,手无缚鸡之力,NN,-9.0
1742,体力不支,NI,-7.0
1743,私下,NN,-7.0
1744,松散散,NN,-7.0
1745,太随便,NN,-9.0
1746,蜕化变质,NN,-9.0
1747,唯我独尊,NN,-9.0
1748,无价值,NN,-5.0
1749,无吸引力,NN,-5.0
1750,险象环生,NC,-7.0
1751,不名一文,NB,-5.0
1752,不清不楚,NN,-5.0
1753,不妥,NN,-5.0
1754,不宜,NN,-3.0
1755,不羁,NN,0.0
1756,惨无人道,NN,-9.0
1757,有意义,PH,5.0
1758,玄远,PH,5.0
1759,岌岌不可终日,NC,-7.0
1760,罪恶深重,ND,-9.0
1761,朝不虑夕,NB,-5.0
1762,吃不开,NE,-7.0
1763,臭气冲天,NN,-9.0
1764,大错而特错,NN,-9.0
1765,呆钝,NN,-5.0
1766,道德败坏,NN,-9.0
1767,低人一等,NN,-7.0
1768,刁恶,NN,-7.0
1769,短视,NN,-7.0
1770,繁复,NE,-5.0
1771,废旧,NN,-1.0
1772,腐朽没落,NN,-9.0
1773,疙里疙瘩,NE,-5.0
1774,孤孤单单,NB,-7.0
1775,寡了叭叽,NN,-7.0
1776,怪里怪气,NN,-7.0
1777,含糊其词,NN,-5.0
1778,毫无价值,NN,-9.0
1779,黑灯瞎火,NC,-5.0
1780,黑黢黢,NC,-5.0
1781,糊糊涂涂,NN,-3.0
1782,荒诞无稽,NN,-9.0
1783,荒瘠,ND,-7.0
1784,灰头灰脸,NE,-7.0
1785,智勇双全,PH,9.0
1786,炙手可热,ND,-7.0
1787,忠心赤胆,PH,7.0
1788,准点,PH,3.0
1789,足智多谋,PH,5.0
1790,最新,PH,3.0
1791,矍铄,PH,7.0
1792,娉婷,PH,5.0
1793,璞玉浑金,PH,7.0
1794,婚外,NN,-5.0
1795,虔心,PH,5.0
1796,搥胸顿足,NB,0.0
1797,板面孔,NE,0.0
1798,不待见,NN,-5.0
1799,猜疑,NL,-5.0
1800,千里馈粮,NN,-7.0
1801,愁眉紧锁,NE,0.0
1802,打骂,NN,-5.0
1803,堵得慌,NE,-7.0
1804,发怔,NE,-3.0
1805,烦厌,NE,-7.0
1806,骇然失色,NC,-9.0
1807,后悔莫及,NH,-9.0
1808,悔不该,NH,-7.0
1809,急眼,,-5.0
1810,看扁,,-5.0
1811,哭丧着脸,NB,-5.0
1812,拉长个脸,NE,0.0
1813,脸红耳热,NG,0.0
1814,骂骂咧咧,NN,-5.0
1815,闷郁,NE,0.0
1816,怒骂,NN,0.0
1817,气鼓鼓,,0.0
1818,瞧不上,ND,0.0
1819,柔肠百结,NE,-5.0
1820,说风凉话,NN,-5.0
1821,投诉,,0.0
1822,向隅而泣,NB,0.0
1823,心惊胆颤,NC,0.0
1824,羞臊,NG,0.0
1825,讶异,PC,0.0
1826,幽忧,NE,0.0
